1650999552853179	400	1312
1650999552853097	400	1824
1650999552853251	400	2066
1650999552853006	400	2650
1650999552853222	400	2709
1650999552853047	400	3257
1650999552853120	400	3533
1650999552853145	400	3826
1650999552853201	400	4092
1650999552853073	400	4536
1650999552854899	400	3302
1650999552855630	400	3062
1650999552856283	400	2976
1650999552856278	400	3303
1650999552855635	400	4644
1650999552858162	400	2551
1650999552858166	400	2874
1650999552858171	400	3186
1650999552858155	400	3493
1650999552858176	400	3836
1650999552858671	400	3685
1650999552859559	400	3395
1650999552860680	400	2840
1650999552862336	400	1509
1650999552860689	400	3503
1650999552862342	400	2200
1650999552862339	400	2614
1650999552860684	400	4534
1650999552862328	400	3128
1650999552862687	400	3238
1650999552863308	400	2979
1650999552863828	400	2772
1650999552864169	400	2912
1650999552862332	400	5040
1650999552864934	400	2971
1650999552864928	400	3338
1650999552865891	400	3065
1650999552867059	400	2646
1650999552865903	400	4021
1650999552868937	400	1189
1650999552867055	400	3288
1650999552867049	400	3478
1650999552869350	400	1426
1650999552867874	400	3147
1650999552870113	400	1194
1650999552869911	400	1576
1650999552870764	400	971
1650999552868931	400	3037
1650999552870762	400	1367
1650999552871957	400	1439
1650999552867868	400	5717
1650999552871294	400	2410
1650999552870758	400	3058
1650999552871008	400	2918
1650999552872396	400	2324
1650999552871724	400	3141
1650999552871721	400	3252
1650999552872399	400	2721
1650999552874066	400	1198
1650999552874073	400	1294
1650999552874069	400	1412
1650999552874071	400	1532
1650999552874075	400	1665
1650999552875252	400	906
1650999552875256	400	1038
1650999552875254	400	1225
1650999552875896	400	751
1650999552875894	400	886
1650999552875257	400	1673
1650999552875898	400	1213
1650999552875899	400	1377
1650999552876284	400	1204
1650999552876638	400	1225
1650999552877099	400	952
1650999552876635	400	1592
1650999552877734	400	650
1650999552877103	400	1408
1650999552877477	400	1165
1650999552877101	400	1686
1650999552877479	400	1477
1650999552878213	400	1034
1650999552878217	400	1167
1650999552879139	400	371
1650999552878938	400	667
1650999552878944	400	718
1650999552878942	400	774
1650999552878940	400	824
1650999552878946	400	899
1650999552879502	400	515
1650999552879656	400	426
1650999552880196	400	330
1650999552875893	400	12752
1650999552865899	400	22945
1650999552888837	400	307
1650999552888937	400	271
1650999552889293	400	206
1650999552889585	400	206
1650999552889894	400	228
1650999552890203	400	250
1650999552890551	400	197
1650999726086059	400	416
1650999726086064	400	511
1650999726086074	400	574
1650999726086054	400	665
1650999726086044	400	742
1650999726086049	400	806
1650999726086023	400	909
1650999726086039	400	954
1650999726086034	400	1026
1650999726086927	400	432
1650999726086926	400	515
1650999726086644	400	858
1650999726087161	400	413
1650999726087162	400	471
1650999726086928	400	763
1650999726086643	400	1105
1650999726086925	400	893
1650999726087570	400	422
1650999726087870	400	198
1650999726087569	400	559
1650999726087872	400	328
1650999726087568	400	688
1650999726087871	400	468
1650999726087872	400	534
1650999726087873	400	594
1650999726088063	400	508
1650999726088196	400	469
1650999726088335	400	419
1650999726088334	400	482
1650999726088195	400	680
1650999726088566	400	506
1650999726088567	400	592
1650999726088565	400	664
1650999726088949	400	362
1650999726088812	400	561
1650999726088662	400	760
1650999726088950	400	549
1650999726088951	400	613
1650999726089304	400	489
1650999726089306	400	551
1650999726089307	400	644
1650999726089492	400	536
1650999726089718	400	367
1650999726089494	400	648
1650999726089927	400	390
1650999726089720	400	657
1650999726089493	400	940
1650999726089852	400	650
1650999726090024	400	573
1650999726090312	400	471
1650999726090497	400	346
1650999726090312	400	567
1650999726090594	400	344
1650999726090498	400	505
1650999726090310	400	748
1650999726090499	400	620
1650999726090677	400	495
1650999726090934	400	429
1650999726090932	400	574
1650999726090933	400	655
1650999726091242	400	424
1650999726091244	400	487
1650999726091243	400	547
1650999726091416	400	451
1650999726091241	400	689
1650999726091000	400	989
1650999726091583	400	577
1650999726091860	400	357
1650999726091861	400	413
1650999726092076	400	261
1650999726091862	400	561
1650999726092077	400	429
1650999726092078	400	477
1650999726091863	400	714
1650999726092214	400	442
1650999726092270	400	479
1650999726092499	400	301
1650999726092651	400	188
1650999726092502	400	405
1650999726092650	400	289
1650999726092501	400	471
1650999726087160	400	25524
1650999726086080	400	26750
1650999726112902	400	216
1650999726112900	400	293
1650999726113189	400	220
1650999726113251	400	247
1650999726113492	400	178
1650999726113567	400	201
1650999726113740	400	218
1650999726113839	400	285
1650999726114062	400	328
1650999726114219	400	252
1650999726114466	400	171
1650999726114528	400	217
1650999726114738	400	192
1650999726114808	400	191
1650999726114994	400	207
1650999726115065	400	175
1650999726115308	400	182
